player_id,playstyle,playtime_hours,sessions_per_week,avg_session_length,achievements_unlocked,difficulty_level,combat_style,win_rate,pvp_matches,death_count,engagement_score,skill_level,churn_risk,last_login_days_ago,premium_user,kd_ratio,play_intensity,commitment_score,pvp_experience,achievement_rate,combat_style_encoded,churn_risk_encoded
P00011,Casual,16.27258020015867,3.0,2.371160477573893,20.0,1,Hybrid,0.5009547658548922,29.0,90.0,0.7113481432721679,16.5061100200883,Medium,6,0,0.32222222222222224,1.251736938473744,44.881774060047604,3.4011973816621555,1.1579045960843923,0,2
P00012,Aggressive,168.2326947620626,15.531147393255536,2.623110316124416,34.0,7,Melee,0.838745822655678,92.0,297.0,4.073991294849743,67.10263826822855,Low,6,1,0.30976430976430974,2.6650897201866486,222.78128236117414,4.532599493153256,0.2009068049634454,2,1
P00013,Strategic,95.74604547753876,8.030699183058761,3.027737023428074,86.0,8,Hybrid,0.5765241919319268,119.0,184.0,2.43148452405606,67.23664853850329,Low,11,0,0.6467391304347826,2.8906389231425886,152.03080547384923,4.787491742782046,0.8889252224781257,0,1
P00014,Strategic,118.71432849981798,6.520997196023502,3.615952864583683,96.0,9,Magic,0.5680745412109005,54.0,242.0,2.3579618490903345,73.53973937229576,Low,10,0,0.2231404958677686,4.383192204301052,148.8242705101804,4.007333185232471,0.8019090212759784,1,1
P00015,Strategic,150.8615713868225,8.036439527219676,5.896401125961119,61.0,9,Ranged,0.6249588666092651,127.0,239.0,4.738607107701654,76.1981920405124,Low,11,0,0.5313807531380753,4.5514593720036665,156.1228666882435,4.852030263919617,0.40168160676159814,3,1
P00016,Casual,15.362346577448644,3.0,1.492946363003354,24.0,3,Melee,0.5066515524165022,29.0,77.0,0.4478839089010062,43.939201567917,Medium,9,1,0.37662337662337664,1.1817189674960495,46.60870397323459,3.4011973816621555,1.4667822788375555,2,2
P00017,Casual,100.65139110450424,5.0,2.116690481171232,33.0,4,Melee,0.5460125747875739,48.0,81.0,1.0583452405856162,41.63894545242656,Low,9,0,0.5925925925925926,4.792923385928773,96.69541733135128,3.8918202981106265,0.32463894139996424,2,1
P00018,Casual,64.41850193773033,2.0,1.7734047806217277,17.0,7,Melee,0.2319589919002156,28.0,100.0,0.3546809561243455,35.10736523296479,Medium,4,0,0.28,7.1576113264144805,47.82555058131909,3.367295829986474,0.25986532091764697,2,2
P00019,Competitive,162.64087172551726,16.378175789437037,4.418084552455992,11.0,8,Melee,0.6916189062820108,220.0,343.0,7.236016545272049,76.24829687411008,Low,11,1,0.641399416909621,2.445260288696762,218.07401941202556,5.3981627015177525,0.06722037033908516,2,1
P00020,Explorer,228.5726691269239,5.688427684337148,4.3922711291381455,98.0,10,Magic,0.5310454235522446,94.0,107.0,2.498511668810421,78.38604361217307,Low,4,0,0.8785046728971962,9.622608932739633,174.45607758144865,4.553876891600541,0.42688008277596284,1,1
P00021,Casual,129.20233475473628,1.0,2.594905246025879,36.0,2,Ranged,0.1102896926371638,102.0,77.0,0.2594905246025879,0.0,High,10,0,1.3246753246753247,25.840466950947256,66.76070042642088,4.634728988229636,0.27649273776705796,3,0
P00022,Aggressive,106.47687237807229,11.463019824769882,4.396841637934162,54.0,10,Hybrid,0.5026841640750345,101.0,246.0,5.040108286201297,76.87976350621763,Low,3,0,0.4105691056910569,2.2726178639453503,173.5732599611205,4.624972813284271,0.5024336753124314,0,1
P00023,Explorer,124.28866932846918,0.5,4.796100975040288,91.0,7,Melee,0.6843949306390452,63.0,268.0,0.0,64.40272665857323,High,7,0,0.23507462686567165,41.42955644282306,87.78660079854075,4.1588830833596715,0.7263226633960441,2,0
P00024,Casual,2.054208295483125,3.0,0.851595322416625,36.0,3,Ranged,0.3257142857045683,37.0,93.0,0.2554785967249874,37.944298129196696,High,6,1,0.3978494623655914,0.15801602272947116,48.616262488644935,3.6375861597263857,11.787015330041658,3,0
P00025,Casual,14.407956907484367,4.0,0.3937602152285311,15.0,3,Magic,0.3438072064078264,30.0,77.0,0.1575040860914124,27.67843272133731,High,10,0,0.38961038961038963,0.8475268769108452,51.82238707224531,3.4339872044851463,0.9735229719336634,1,0
P00026,Competitive,102.4120071909747,15.24042473330691,4.389583752582222,57.0,10,Melee,0.5006175925277248,136.0,342.0,6.689912079177625,64.17430478095083,Low,4,0,0.39766081871345027,1.6528276169660536,211.6278494903615,4.919980925828125,0.5511932467835774,2,1
P00027,Strategic,173.02699632218665,10.314914447904007,3.414991376323149,135.0,5,Ranged,0.5331634047743858,109.0,191.0,3.5225343887103246,54.0964976793203,Low,5,1,0.5706806282722513,4.094377601810912,222.55724337569606,4.700480365792417,0.7757417116483835,3,1
P00028,Strategic,163.90017066437477,9.630449458891333,6.052381390620899,19.0,9,Ranged,0.6238038250877296,110.0,246.0,5.8287153088309,71.89504863084109,Low,8,1,0.44715447154471544,4.147082866682811,154.97454578822575,4.709530201312334,0.11522122702147562,3,1
P00029,Strategic,154.37575508342135,3.564241262660476,6.215631064810394,83.0,7,Magic,0.7326731596430918,102.0,338.0,2.215400871467148,74.97392866836654,Low,4,1,0.30177514792899407,10.118379020401985,123.45513915163116,4.634728988229636,0.534188876220986,1,1
P00030,Explorer,272.78394710377574,7.60989306490818,6.658277369170537,135.0,5,Melee,0.4523197673867869,60.0,155.0,5.0668778775885945,55.88041533660584,Low,8,0,0.3870967741935484,8.676452238315612,225.43411478021451,4.110873864173311,0.49308953803938427,2,1
P00031,Casual,56.27079175253382,2.0,1.455532263271636,21.0,4,Stealth,0.2818678514572936,24.0,96.0,0.2911064526543271,46.48321071947655,Medium,9,0,0.25,6.25231019472598,47.38123752576014,3.2188758248682006,0.36667905851102367,4,2
P00032,Strategic,125.35535685818556,7.310361285660839,5.442210020221004,106.0,7,Ranged,0.4720393906379089,50.0,161.0,3.978452144025912,48.46006084210241,Low,7,0,0.3105590062111801,4.145151009381572,163.71021991406406,3.9318256327243257,0.838903886908164,3,1
P00033,Strategic,78.03603134284941,5.602668287524205,4.253196512925456,75.0,8,Magic,0.5674272496191528,82.0,190.0,2.3829249223575983,63.297932696232046,Low,4,1,0.43157894736842106,3.333352733709269,116.93749227809687,4.418840607796598,0.9489342863719769,1,1
P00034,Aggressive,78.22549124931831,9.235068347737434,5.304791586299226,6.0,9,Magic,0.7356682481658078,197.0,51.0,4.899011286997583,79.95698017487221,Low,6,1,3.8627450980392157,2.0618062090184677,118.81833085216982,5.288267030694535,0.0757332003296556,1,1
P00035,Aggressive,124.77344558827544,9.73233647321899,3.535980361432589,45.0,6,Melee,0.5674188338524458,120.0,284.0,3.441335064015646,60.09161034850849,Low,7,0,0.4225352112676056,3.124855737006627,157.25539840867253,4.795790545596741,0.35778617489187153,2,1
P00036,Competitive,145.62180945170357,6.651104139657999,6.647030401394078,47.0,8,Melee,0.8623419039384976,212.0,139.0,4.421009141914473,89.27007529689487,Low,10,1,1.525179856115108,5.275308360254661,133.69758423209106,5.3612921657094255,0.32055258474682474,2,1
P00037,Competitive,145.40866915859067,16.539008844460295,1.4347474110150618,44.0,10,Hybrid,0.7259901622998736,309.0,327.0,2.3729300120344616,85.90656414365311,Low,2,1,0.944954128440367,2.1652360557092942,231.01268919218015,5.736572297479192,0.30052865211375535,0,1
P00038,Casual,0.0,2.0,1.9414909242476008,26.0,6,Melee,0.5724179310778085,28.0,80.0,0.3882981848495201,67.56470087066924,High,5,0,0.35,0.0,33.0,3.367295829986474,26.0,2,0
P00039,Explorer,67.01332146994571,13.214567186431358,3.1012022223361138,182.0,7,Stealth,0.5252304610513667,26.0,131.0,4.098104512577081,66.79718109664915,Low,3,0,0.1984732824427481,1.2442531672588224,243.2496683052973,3.295836866004329,2.6759463597204802,4,1
P00040,Casual,10.658602746818364,1.0,1.4720092076024307,23.0,7,Melee,0.5907506391347078,37.0,74.0,0.147200920760243,57.00143931740277,High,12,0,0.5,2.131720549363673,24.69758082404551,3.6375861597263857,1.9727921518105338,2,0
P00041,Casual,21.3431354206514,2.0,1.453676074129772,23.0,4,Magic,0.5714818274539238,35.0,72.0,0.2907352148259544,55.36956701932371,High,4,1,0.4861111111111111,2.3714594911834888,37.90294062619542,3.58351893845611,1.0293989436568276,1,0
P00042,Strategic,40.0473677751164,11.13063772785966,5.801647536256333,82.0,6,Ranged,0.7151070767974317,37.0,229.0,6.457603695079878,66.01051475917012,Medium,13,0,0.1615720524017467,0.8797259154704692,164.32058761113154,3.6375861597263857,1.9976920432327885,3,2
P00043,Strategic,113.96649636716138,4.847264126515439,1.59948254833866,44.0,6,Magic,0.7315304212058495,22.0,168.0,0.7753114377549483,61.94250671857404,Low,11,1,0.13095238095238096,5.589591471938814,104.66259017530281,3.1354942159291497,0.3827201957993042,1,1
P00044,Aggressive,94.90542406177684,8.13138851073015,2.9048371444082357,56.0,6,Magic,0.3721029910761265,211.0,395.0,2.36203593815833,58.25940437810144,Low,7,1,0.5341772151898734,2.8308383491671925,137.78551232583453,5.356586274672012,0.5839085802272035,1,1
P00045,Casual,44.27275614610035,3.0,2.207280669247344,20.0,3,Magic,0.6605121660338878,32.0,80.0,0.662184200774203,55.540504489777135,Medium,15,1,0.4,3.4055966266231037,53.2818268438301,3.4965075614664802,0.441766786529579,1,2
P00046,Casual,32.89767390980987,3.0,0.8331528101765865,17.0,4,Melee,0.3500848039368681,31.0,67.0,0.2499458430529759,54.99509372150147,Medium,8,1,0.4626865671641791,2.5305903007546053,48.36930217294296,3.4657359027997265,0.5015093379336645,2,2
P00047,Aggressive,103.04221148888536,7.89963755518248,4.934055954709811,29.0,6,Ranged,0.6044419886369078,205.0,487.0,3.897725371919736,59.10687887054561,Low,9,1,0.4209445585215606,3.16094460616102,124.4090389984904,5.327876168789581,0.2787330217706687,3,1
P00048,Casual,22.526360414906925,5.0,0.3,27.0,3,Melee,0.124460135382536,28.0,106.0,0.1397899316301044,23.775499016039102,Medium,7,1,0.2641509433962264,1.0726838292812821,70.25790812447208,3.367295829986474,1.1476488298161107,2,2
P00049,Explorer,165.87070440047827,6.294430791762921,8.60188086582163,88.0,3,Ranged,0.5263623778996257,93.0,145.0,5.414394378890397,48.735516265710594,Low,3,0,0.6413793103448275,6.336330449442971,156.7055192377727,4.543294782270004,0.5273543988212935,3,1
P00050,Casual,8.013006180850764,4.0,0.3,13.0,8,Magic,0.4384171323598509,29.0,80.0,0.0,60.15114044371471,Medium,3,0,0.3625,0.4713533047559273,48.90390185425523,3.4011973816621555,1.4423600449337417,1,2
P00051,Aggressive,76.82314105024851,11.86992941996381,2.907844620363181,51.0,8,Magic,0.4271435408059052,252.0,517.0,3.451591040793242,61.97568849331194,Low,11,1,0.4874274661508704,1.5846449758136856,167.24623651471265,5.53338948872752,0.6553320684790985,1,1
P00052,Casual,43.76279987048826,4.0,1.9182683904284,22.0,3,Hybrid,0.5840451021309625,17.0,107.0,0.7673073561713599,42.840492777622025,Medium,8,1,0.1588785046728972,2.574282345322839,64.12883996114647,2.8903717578961645,0.491479533533478,0,2
P00053,Explorer,70.53136485454121,8.578432298250695,8.561658425933285,32.0,5,Ranged,0.6152010189857067,125.0,107.0,7.344560716761629,59.29524584630774,Low,8,1,1.1682242990654206,1.9972788619706754,122.94373243886932,4.836281906951478,0.4473562061212154,3,1
P00054,Explorer,151.87760431187476,11.17440061837773,4.258771335827788,117.0,1,Magic,0.677280818279177,95.0,60.0,4.758921704860339,32.47908717643303,Low,8,1,1.5833333333333333,3.323535504951538,215.80728747733974,4.564348191467836,0.7653181152768236,1,1
P00055,Explorer,53.59610065779039,7.962998229679098,7.467373842752072,112.0,3,Hybrid,0.3692418763323172,66.0,241.0,5.9462684690186745,41.318762524616034,Low,8,0,0.27385892116182575,1.631441379839568,151.7088124941281,4.204692619390966,2.05142855717881,0,1
P00056,Casual,45.81120951507759,4.0,1.5415567086458395,32.0,4,Hybrid,0.3647899682933089,19.0,84.0,0.6166226834583358,16.114524841275415,Low,4,1,0.2261904761904762,2.694777030298682,69.74336285452327,2.995732273553991,0.683596948925086,0,1
P00057,Strategic,230.51995133726584,8.652298619539168,5.805101596033131,87.0,8,Stealth,0.706616954312446,57.0,348.0,5.0227472525642085,75.99803912793044,Low,8,0,0.16379310344827586,6.4736075812855285,199.17897159657144,4.060443010546419,0.3757775496128326,4,1
P00058,Explorer,168.0037595579389,7.990479826142201,5.681200038199717,140.0,7,Ranged,0.5609549218855846,84.0,65.0,4.539551429351314,56.221997951290106,Low,8,0,1.2923076923076924,5.096904643372879,200.3059261288037,4.442651256490317,0.828383938713531,3,1
P00059,Aggressive,52.83167037372045,7.459115955045016,2.3103291806524315,16.0,6,Hybrid,0.3457896798802924,275.0,497.0,1.7233013252810634,53.97840323186067,Medium,6,0,0.5533199195171026,1.7132856309920412,98.44066066256629,5.62040086571715,0.29722280376814914,0,2
P00060,Casual,18.08878162193507,6.0,2.1071428718294123,18.0,4,Ranged,0.1675776899323965,29.0,89.0,1.2642857230976474,37.83435302440865,High,6,0,0.3258426966292135,0.7235512648774027,74.42663448658053,3.4011973816621555,0.9429622254841062,3,0
P00061,Competitive,276.8045170740969,15.802381034994228,2.594157926749266,126.0,9,Hybrid,0.6468729411565041,338.0,357.0,4.099387202344254,80.66847272293798,Low,10,1,0.9467787114845938,4.310957303945478,304.0651654721714,5.82600010738045,0.4535563400014582,0,1
P00062,Casual,17.788634088932632,3.0,2.215939501555553,21.0,5,Ranged,0.333294334279746,30.0,72.0,0.6647818504666659,54.40521581937041,High,10,0,0.4166666666666667,1.3683564683794331,45.83659022667979,3.4339872044851463,1.1176970023792183,3,0
P00063,Strategic,114.0490683689546,9.690036387515072,2.8488310757449726,57.0,7,Hybrid,0.6279882535867185,5.0,126.0,2.7605276785852486,67.26785225055396,Low,11,1,0.03968253968253968,2.8684268327277707,159.6150843858371,1.791759469228055,0.4954407785137803,0,1
P00064,Casual,104.34360174625816,4.0,1.4110191509210397,24.0,3,Melee,0.4957809167534813,16.0,77.0,0.5644076603684158,47.714520126521606,Low,8,0,0.2077922077922078,6.13785892625048,83.30308052387744,2.833213344056216,0.22782589167407585,2,1
P00065,Strategic,91.28370425712151,7.283357756400208,4.630779606309646,92.0,7,Ranged,0.4566947728809796,98.0,330.0,3.372762456379525,47.422374233785305,Low,12,0,0.296969696969697,3.029316647665129,146.21868884113854,4.59511985013459,0.9969257383044459,3,1
P00066,Casual,74.74809895117453,6.0,3.471902108686147,24.0,4,Stealth,0.0700273544864488,20.0,63.0,2.083141265211688,25.31237695387076,Low,6,1,0.31746031746031744,2.989923958046981,94.42442968535235,3.044522437723423,0.3168396346879919,4,1
P00067,Casual,103.8071963994892,4.0,2.475009481357853,16.0,3,Melee,0.3582809747827257,19.0,83.0,0.9900037925431412,36.52319689847775,Low,7,0,0.2289156626506024,6.106305670558188,79.14215891984676,2.995732273553991,0.15266127279097774,2,1
P00068,Casual,34.36057507052525,0.5,1.0387916794186245,24.0,1,Ranged,0.1760489351688826,36.0,103.0,0.0,10.326272514670531,High,5,0,0.34951456310679613,11.453525023508417,27.308172521157573,3.6109179126442243,0.6787219934102587,3,0
P00069,Explorer,143.01806037281125,3.512395428274574,1.7728772042465175,141.0,6,Melee,0.4041418094301496,108.0,283.0,0.6227045787087678,43.26892938209391,Low,8,1,0.38162544169611307,9.503125276122226,148.52937239458913,4.6913478822291435,0.9790438757125421,2,1
P00070,Casual,10.733695616146084,3.0,1.634716153980197,12.0,3,Hybrid,0.4464353248543917,35.0,71.0,0.4904148461940592,31.047916511861068,Medium,4,0,0.49295774647887325,0.8256688935496987,39.22010868484382,3.58351893845611,1.0226956955903534,0,2
P00071,Aggressive,88.42229676428158,14.50400095586646,3.1127841933894373,54.0,10,Melee,0.6323037639730464,95.0,354.0,4.514782491632641,97.21714837635156,Low,10,0,0.268361581920904,1.4982765866150236,198.56669858794908,4.564348191467836,0.603876236173454,2,1
P00072,Casual,40.01362155525354,5.0,1.6683764332243878,22.0,4,Magic,0.4242918974889401,24.0,73.0,0.834188216612194,49.69022334368928,Medium,8,0,0.3287671232876712,1.9054105502501688,73.00408646657607,3.2188758248682006,0.5364071536662912,1,2
P00073,Casual,37.36082534155656,6.0,0.9789144849665368,21.0,4,Hybrid,0.5582867926811763,30.0,73.0,0.587348690979922,40.58484494654296,Medium,8,0,0.410958904109589,1.4944330136622626,81.70824760246697,3.4339872044851463,0.5474334770699145,0,2
P00074,Aggressive,88.02280462748176,10.044064584187591,2.558122024301312,72.0,7,Melee,0.6125677033067578,188.0,193.0,2.569394282631508,60.91923727667279,Low,11,1,0.9740932642487047,2.1377077030071043,162.84748723012046,5.241747015059643,0.8087815285227855,2,1
P00075,Casual,47.43408553057171,6.0,3.546559428534602,25.0,6,Stealth,0.3086179583265457,43.0,69.0,2.1279356571207613,55.62040396500959,Low,9,1,0.6231884057971014,1.8973634212228683,86.73022565917151,3.784189633918261,0.5161654179311373,4,1
P00076,Explorer,195.1398639890137,7.783104475312744,7.397282743982102,22.0,3,Hybrid,0.5603422112061452,83.0,87.0,5.757382442984084,36.087864414954666,Low,1,1,0.9540229885057471,6.072990354747519,147.37300394983154,4.430816798843313,0.11216485803840609,0,1
P00077,Casual,115.02762751440032,4.0,1.3440438332568332,23.0,6,Ranged,0.3123046195421419,47.0,87.0,0.5376175333027333,39.29177621942233,Low,4,0,0.5402298850574713,6.766331030258843,86.00828825432009,3.871201010907891,0.19822865030266557,3,1
P00078,Casual,5.192926330733574,3.0,1.079137574230433,14.0,4,Magic,0.2483497861717047,23.0,81.0,0.3237412722691299,31.435948439899693,Medium,10,0,0.2839506172839506,0.39945587159489027,38.557877899220074,3.1780538303479458,2.2606437170941853,1,2
P00079,Strategic,90.16494760507368,8.60170759169283,6.222956024143073,49.0,8,Magic,0.7010602074257684,33.0,228.0,5.352804807564209,76.927141687366,Low,7,0,0.14473684210526316,2.5465410676718436,137.5665601984504,3.5263605246161616,0.5374872830758142,1,1
P00080,Casual,0.0,3.0,0.69221543623205,16.0,3,Ranged,0.466098378609359,29.0,92.0,0.2076646308696149,40.44429252495315,High,5,0,0.31521739130434784,0.0,38.0,3.4011973816621555,16.0,3,0
P00081,Casual,81.98649271105174,5.0,0.8985671599238525,21.0,3,Magic,0.7478867018732724,47.0,88.0,0.4492835799619263,54.98119061527027,Low,8,0,0.5340909090909091,3.9041187005262734,85.09594781331552,3.871201010907891,0.2530532296758135,1,1
P00082,Casual,13.434874418553449,8.0,1.350284587996361,15.0,5,Hybrid,0.3045202512473383,28.0,64.0,1.0802276703970888,45.32685827765942,High,10,1,0.4375,0.4071174066228318,91.53046232556603,3.367295829986474,1.0391500171778554,0,0
P00083,Casual,50.19186781832919,2.0,0.8280952827914115,19.0,6,Magic,0.6274384206524886,31.0,83.0,0.1656190565582823,70.30166872415865,Medium,6,0,0.37349397590361444,5.576874202036577,44.55756034549876,3.4657359027997265,0.37115270080450297,1,2
P00084,Casual,53.56130367986079,3.0,2.3229460885571136,22.0,2,Magic,0.3777128503441099,30.0,79.0,0.696883826567134,30.136653578262063,Medium,4,0,0.379746835443038,4.120100283066215,57.068391103958234,3.4339872044851463,0.4032161718327939,1,2
P00085,Casual,16.468747254474696,4.0,1.6523997438232532,36.0,5,Melee,0.3143516780649366,28.0,73.0,0.6609598975293012,55.36840771400995,Medium,6,0,0.3835616438356164,0.9687498384985115,62.94062417634241,3.367295829986474,2.0608232219272873,2,2
P00086,Aggressive,188.12527478338387,9.493534830429969,3.584062595735818,83.0,5,Melee,0.5944530777333218,186.0,417.0,3.4025423087059234,59.45787590427911,Low,12,0,0.4460431654676259,4.826925701436687,192.87293073931482,5.231108616854587,0.4388625480918122,2,1
P00087,Strategic,154.7032380639872,8.090484717605374,4.11511810472674,14.0,9,Ranged,0.6738977486780529,30.0,283.0,3.329330013743288,81.76579361893822,Low,6,1,0.10600706713780919,4.637117724627995,134.3158185952499,3.4339872044851463,0.08991463616348566,3,1
P00088,Strategic,116.10449624987169,7.750683282113916,2.2429194389534968,94.0,8,Magic,0.4751165524954183,7.0,158.0,1.738415819862519,58.35687452705503,Low,8,0,0.04430379746835443,3.6279556431583595,159.33818169610066,2.0794415416798357,0.8027018860098039,1,1
P00089,Casual,3.195952313239547,4.0,0.3,27.0,2,Hybrid,0.1181350168867347,32.0,89.0,0.0229953035980975,10.16124285832805,High,4,0,0.3595505617977528,0.18799719489644393,54.45878569397186,3.4965075614664802,6.4347728440112455,0,0
P00090,Aggressive,75.56706595750825,7.33555631281787,3.1317426215751527,90.0,6,Ranged,0.6245915518327056,27.0,279.0,2.29730743578164,71.1314442438847,Low,5,0,0.0967741935483871,2.4904918914719887,141.02568291543116,3.332204510175204,1.1754401043647997,3,1
P00091,Casual,41.85086010050124,1.0,2.0092770606574635,19.0,8,Magic,0.3226247228969057,21.0,86.0,0.2009277060657463,47.99565906972556,High,13,0,0.2441860465116279,8.370172020100247,32.05525803015037,3.091042453358316,0.4433983344893876,1,0
P00092,Explorer,221.48635647279843,12.118266908961528,3.02642790852091,141.0,5,Melee,0.329105096173737,48.0,122.0,3.667506117618659,40.48145262370005,Low,4,0,0.39344262295081966,4.476907680418804,258.1285760314548,3.8918202981106265,0.6337467260255975,2,1
P00093,Casual,34.18068546409067,1.0,1.0260285926776846,18.0,4,Magic,0.6351924885135928,44.0,75.0,0.1026028592677684,48.25700395873332,High,9,0,0.5866666666666667,6.836137092818134,29.2542056392272,3.8066624897703196,0.5116443799360534,1,0
P00094,Casual,183.37496864678704,2.0,0.4908361330759128,32.0,3,Hybrid,0.8051099261350552,34.0,83.0,0.0981672266151825,56.10259620513544,Medium,5,0,0.40963855421686746,20.374996516309672,91.01249059403611,3.5553480614894135,0.17355935154789592,0,2
P00095,Competitive,219.1992914116952,13.191184655815931,4.420182083454174,65.0,10,Melee,0.6971223312582375,215.0,209.0,5.83074380751732,84.98735857375141,Low,8,1,1.0287081339712918,4.07700840782752,230.17163398166787,5.375278407684165,0.29518714426048204,2,1
P00096,Strategic,186.05199735417725,8.85666222457297,5.281683642569007,91.0,9,Ranged,0.6704985932730382,118.0,166.0,4.677808799928589,76.48177688944968,Low,10,1,0.7108433734939759,5.107579285529655,189.88222145198287,4.77912349311153,0.486495740688052,3,1
P00097,Explorer,170.5211785120636,13.404623048989146,4.180078992294453,63.0,8,Ranged,0.4287535684118327,97.0,128.0,5.603238320670555,57.41989429167239,Low,6,1,0.7578125,3.122041119338833,216.70258404351054,4.584967478670572,0.36730158075242597,3,1
P00098,Strategic,174.3838138944592,10.401228575683046,5.631436994720362,104.0,9,Magic,0.6996247912847823,132.0,254.0,5.857386339164408,80.08134834425461,Low,3,1,0.5196850393700787,4.093044587658665,208.32742992516822,4.890349128221754,0.592985166023269,1,1
P00099,Strategic,87.02680302560772,8.639881122118815,4.501808213043336,54.0,9,Ranged,0.7614880673287139,63.0,67.0,3.889508779527256,76.91694765114902,Low,8,0,0.9402985074626866,2.4473556459905095,139.50685212887046,4.1588830833596715,0.6134495192821096,3,1
P00100,Casual,39.63293476984636,4.0,2.940408945208683,12.0,6,Melee,0.6598638812973884,26.0,81.0,1.1761635780834732,65.42461944934533,Medium,5,0,0.32098765432098764,2.331349104108609,57.88988043095391,3.295836866004329,0.2953269328925063,2,2
P00101,Strategic,75.71702769772106,8.000621194754592,4.486049518292078,66.0,8,Stealth,0.7482889357473562,109.0,119.0,3.589118285676623,73.31344500370811,Low,10,0,0.9159663865546218,2.2942826337082005,135.72132025686224,4.700480365792417,0.8603044458402627,4,1
P00102,Aggressive,101.04283271546636,14.706335812308549,1.9062844850795024,70.0,5,Ranged,0.5791904969658866,250.0,308.0,2.803445979137284,47.35238885054402,Low,5,1,0.8116883116883117,1.6889636937730361,212.3762079377254,5.5254529391317835,0.6859864444883279,3,1
P00103,Casual,5.523725736919268,2.0,1.513512572993987,24.0,4,Hybrid,0.5055418766910005,30.0,72.0,0.3027025145987974,64.5581283060867,High,8,0,0.4166666666666667,0.6137473041021408,33.65711772107578,3.4339872044851463,3.678879365540839,0,0
P00104,Casual,29.224115907947677,1.0,0.3,25.0,4,Ranged,0.3070041269439381,23.0,78.0,0.0104921506693681,42.47468208895373,High,6,0,0.2948717948717949,5.844823181589535,31.267234772384302,3.1780538303479458,0.8271540539396239,3,0
P00105,Casual,36.57323693897833,4.0,2.0745485805663475,17.0,1,Melee,0.4335645873432646,32.0,88.0,0.829819432226539,25.87362848211743,Low,4,0,0.36363636363636365,2.1513668787634312,59.471971081693496,3.4965075614664802,0.4524497058267627,2,1
P00106,Aggressive,48.2351445751789,14.984410497184054,3.525063785955154,64.0,4,Hybrid,0.4518801042653276,166.0,254.0,5.282100279750978,42.45063678749072,Medium,9,0,0.6535433070866141,0.7915492460980807,196.31464834439421,5.117993812416755,1.2998844738289763,0,2
P00107,Casual,34.004918555137,2.0,0.6287359070817563,31.0,4,Ranged,0.6579519261472727,25.0,74.0,0.1257471814163512,69.23013424629552,Medium,4,0,0.33783783783783783,3.7783242839041113,45.7014755665411,3.258096538021482,0.8855898336449842,3,2
